image_path,medicine_name,generic_name,rxstring,rxcui,product_code,ndc9,size,shape,score,imprint,color,strength,ingredients,dosage_form,author,image_source,source_image,identity_label,split
data\public\pillbox\images\4d837141-7581-4312-e054-00144ff8d46c.jpg,"Cough Drops Menthol Sugar Free EUCALYPTUS OIL 1.8 mg;LACTIC ACID, UNSPECIFIED FORM 1.026 mg;MENTHOL 5.8 mg;ISOMALT 2947.79 mg;SODIUM LACTATE 1.2 mg;WATER 39.69 mg;STEVIA REBAUDIUNA LEAF 1.32 mg;CITRIC ACID MONOHYDRATE 1.374 mg",Cough Drops Menthol Sugar Free,,,71141-112,711410112,20,OVAL,1,,WHITE,"EUCALYPTUS OIL 1.8 mg;LACTIC ACID, UNSPECIFIED FORM 1.026 mg;MENTHOL 5.8 mg;ISOMALT 2947.79 mg;SODIUM LACTATE 1.2 mg;WATER 39.69 mg;STEVIA REBAUDIUNA LEAF 1.32 mg;CITRIC ACID MONOHYDRATE 1.374 mg","EUCALYPTUS OIL[];LACTIC ACID, UNSPECIFIED FORM[];MENTHOL[MENTHOL];ISOMALT[];SODIUM LACTATE[];WATER[];STEVIA REBAUDIUNA LEAF[];CITRIC ACID MONOHYDRATE[]",C42998,Lidl US LLC,SPL,4d837141-7581-4312-e054-00144ff8d46c.jpg,71141-112,train
data\public\pillbox\images\005970058.jpg,tamsulosin hydrochloride 0.4 MG Oral Capsule [Flomax],Flomax,tamsulosin hydrochloride 0.4 MG Oral Capsule [Flomax],863671,0597-0058,005970058,19,CAPSULE,1,Flomax;0;4;mg;BI;58,GREEN;ORANGE,TAMSULOSIN HYDROCHLORIDE 0.4 mg,TAMSULOSIN HYDROCHLORIDE[tamsulosin],C25158,"Boehringer Ingelheim Pharmaceuticals, Inc.",NLM,005970058.jpg,0597-0058,train
data\public\pillbox\images\576640569.jpg,Amlodipine,Amlodipine,,,57664-569,576640569,9,OCTAGON (8 SIDED),1,569,WHITE,,,C42998,"CARACO PHARMACEUTICAL LABORATORIES, LTD.",NLM,576640569.jpg,57664-569,train
data\public\pillbox\images\651620506.jpg,indomethacin 75 MG Extended Release Oral Capsule,Indomethacin,indomethacin 75 MG Extended Release Oral Capsule,310992,65162-506,651620506,18,CAPSULE,1,506;AMNEAL,WHITE;BLUE,INDOMETHACIN 75 mg,INDOMETHACIN[INDOMETHACIN],C42916,Amneal Pharmaceuticals LLC,NLM,651620506.jpg,65162-506,val
data\public\pillbox\images\55494-0100-10_NLMIMAGE10_B639DB2E.jpg,doxylamine succinate 10 MG / pyridoxine hydrochloride 10 MG Delayed Release Oral Tablet [Diclegis],DICLEGIS,doxylamine succinate 10 MG / pyridoxine hydrochloride 10 MG Delayed Release Oral Tablet [Diclegis],1375954,55494-100,554940100,8,ROUND,1,,WHITE,DOXYLAMINE SUCCINATE 10 mg;PYRIDOXINE HYDROCHLORIDE 10 mg,DOXYLAMINE SUCCINATE[DOXYLAMINE];PYRIDOXINE HYDROCHLORIDE[PYRIDOXINE],C42905,"Duchesnay USA, Inc.",NLM,55494-0100-10_NLMIMAGE10_B639DB2E.jpg,55494-100,train
data\public\pillbox\images\31722-0713-90_NLMIMAGE10_464A2351.jpg,pantoprazole 40 MG Delayed Release Oral Tablet,PANTOPRAZOLE SODIUM,pantoprazole 40 MG Delayed Release Oral Tablet,314200,31722-713,317220713,12,OVAL,1,H;126,YELLOW,PANTOPRAZOLE SODIUM 40 mg,PANTOPRAZOLE SODIUM[PANTOPRAZOLE],C42905,"Camber Pharmaceuticals, Inc.",NLM,31722-0713-90_NLMIMAGE10_464A2351.jpg,31722-713,train
data\public\pillbox\images\55111-0121-05_NLMIMAGE10_3F3A9FA4.jpg,atorvastatin 10 MG Oral Tablet,Atorvastatin Calcium,atorvastatin 10 MG Oral Tablet,617312,55111-121,551110121,10,CAPSULE,1,RDY;121,WHITE,Atorvastatin Calcium Trihydrate 10 mg,Atorvastatin Calcium Trihydrate[atorvastatin],C42998,Dr. Reddy's Laboratories Limited,NLM,55111-0121-05_NLMIMAGE10_3F3A9FA4.jpg,55111-121,train
data\public\pillbox\images\597625032.jpg,Glipizide GLIPIZIDE 5 mg,Glipizide,,,59762-5032,597625032,8,ROUND,1,GLIPIZIDE;XL;5,WHITE,GLIPIZIDE 5 mg,GLIPIZIDE[GLIPIZIDE],C42927,Greenstone LLC,NLM,597625032.jpg,59762-5032,train
data\public\pillbox\images\00378-0186-01_5626AB25.jpg,clonidine hydrochloride 0.2 MG Oral Tablet,Clonidine Hydrochloride,clonidine hydrochloride 0.2 MG Oral Tablet,884185,0378-0186,003780186,7,ROUND,2,MYLAN;186,WHITE,CLONIDINE HYDROCHLORIDE 0.2 mg,CLONIDINE HYDROCHLORIDE[CLONIDINE],C42998,Mylan Pharmaceuticals Inc.,NLM,00378-0186-01_5626AB25.jpg,0378-0186,train
data\public\pillbox\images\003784122.jpg,12 HR albuterol 4 MG Extended Release Oral Tablet,Albuterol Sulfate,12 HR albuterol 4 MG Extended Release Oral Tablet,359144,0378-4122,003784122,6,ROUND,1,M;22,WHITE,ALBUTEROL SULFATE 4 mg,ALBUTEROL SULFATE[ALBUTEROL],C42930,Mylan Pharmaceuticals Inc.,NLM,003784122.jpg,0378-4122,train
data\public\pillbox\images\604290224.jpg,hydroxyzine hydrochloride 25 MG Oral Tablet,Hydroxyzine Hydrochloride,hydroxyzine hydrochloride 25 MG Oral Tablet,995258,60429-224,604290224,6,ROUND,1,AN;71,WHITE,HYDROXYZINE HYDROCHLORIDE 25 mg,HYDROXYZINE HYDROCHLORIDE[HYDROXYZINE],C42931,Golden State Medical Supply,NLM,604290224.jpg,60429-224,train
data\public\pillbox\images\59762-4960-01_74213A59.jpg,sertraline 25 MG Oral Tablet,SERTRALINE HYDROCHLORIDE,sertraline 25 MG Oral Tablet,312940,59762-4960,597624960,8,OVAL,2,G;4960;25;mg,GREEN,SERTRALINE HYDROCHLORIDE 25 mg,SERTRALINE HYDROCHLORIDE[SERTRALINE],C42931,Greenstone LLC,NLM,59762-4960-01_74213A59.jpg,59762-4960,train
data\public\pillbox\images\00093-2268-01_Amox_Chew_Tab_250mg.jpg,Amoxicillin AMOXICILLIN 250 mg,Amoxicillin,,,10544-165,105440165,19,OVAL,2,9;3;2268,WHITE,AMOXICILLIN 250 mg,AMOXICILLIN[AMOXICILLIN ANHYDROUS],C42893,"Blenheim Pharmacal, Inc.",SPL,00093-2268-01_Amox_Chew_Tab_250mg.jpg,10544-165,val
data\public\pillbox\images\00093-2070-01_NLMIMAGE10_A743D3DE.jpg,doxazosin 1 MG Oral Tablet,Doxazosin,doxazosin 1 MG Oral Tablet,197625,0093-2070,000932070,7,ROUND,2,590;TV,WHITE,DOXAZOSIN MESYLATE 1 mg,DOXAZOSIN MESYLATE[DOXAZOSIN],C42998,"Teva Pharmaceuticals USA, Inc.",NLM,00093-2070-01_NLMIMAGE10_A743D3DE.jpg,0093-2070,train
data\public\pillbox\images\007815190.jpg,levothyroxine sodium 0.3 MG Oral Tablet,Levothyroxine sodium,levothyroxine sodium 0.3 MG Oral Tablet,892255,0781-5190,007815190,9,CAPSULE,2,300;GG;341,GREEN,LEVOTHYROXINE SODIUM 300 ug,LEVOTHYROXINE SODIUM[LEVOTHYROXINE],C42998,Sandoz Inc.,NLM,007815190.jpg,0781-5190,train
data\public\pillbox\images\00603-2130-28_B012D806.jpg,Alprazolam 2 MG Oral Tablet,Alprazolam,Alprazolam 2 MG Oral Tablet,197322,0603-2130,006032130,15,OVAL,4,2090;V,WHITE,ALPRAZOLAM 2 mg,ALPRAZOLAM[ALPRAZOLAM],C42998,Qualitest Pharmaceuticals,NLM,00603-2130-28_B012D806.jpg,0603-2130,train
data\public\pillbox\images\002450181.jpg,Divalproex Sodium Divalproex Sodium 250 mg,Divalproex Sodium,,,0245-0181,002450181,15,OVAL,1,U;S;181,PINK,Divalproex Sodium 250 mg,Divalproex Sodium[Valproic Acid],C42905,"Upsher-Smith Laboratories, Inc.",NLM,002450181.jpg,0245-0181,val
data\public\pillbox\images\60505-3255-03_NLMIMAGE10_A0385072.jpg,letrozole 2.5 MG Oral Tablet,Letrozole,letrozole 2.5 MG Oral Tablet,200064,60505-3255,605053255,7,ROUND,1,APO;LET;2;5,YELLOW,LETROZOLE 2.5 mg,LETROZOLE[LETROZOLE],C42931,Apotex Corp.,NLM,60505-3255-03_NLMIMAGE10_A0385072.jpg,60505-3255,train
data\public\pillbox\images\50844-0235-15_NLMIMAGE10_2A35955C.jpg,acetaminophen 500 MG / diphenhydramine hydrochloride 25 MG Oral Tablet,Pain Reliever PM,acetaminophen 500 MG / diphenhydramine hydrochloride 25 MG Oral Tablet,1092189,50844-235,508440235,17,OVAL,1,44;235,BLUE,ACETAMINOPHEN 500 mg;DIPHENHYDRAMINE HYDROCHLORIDE 25 mg,ACETAMINOPHEN[ACETAMINOPHEN];DIPHENHYDRAMINE HYDROCHLORIDE[DIPHENHYDRAMINE],C42931,"L.N.K. International, Inc.",NLM,50844-0235-15_NLMIMAGE10_2A35955C.jpg,50844-235,train
data\public\pillbox\images\009043991.jpg,Trazodone Hydrochloride TRAZODONE HYDROCHLORIDE 100 mg,Trazodone Hydrochloride,,,0904-3991,009043991,11,ROUND,2,PLIVA;434,WHITE,TRAZODONE HYDROCHLORIDE 100 mg,TRAZODONE HYDROCHLORIDE[TRAZODONE],C42998,Major Pharmaceuticals,NLM,009043991.jpg,0904-3991,val
data\public\pillbox\images\67e774a6-c9aa-11e2-e053-2991aa0ac1d1.jpg,acyclovir 800 MG Oral Tablet,Acyclovir,acyclovir 800 MG Oral Tablet,197313,69117-0019,691170019,19,CAPSULE,1,Y213,WHITE,ACYCLOVIR 800 mg,ACYCLOVIR[ACYCLOVIR],C42998,"YILING PHARMACEUTICAL, INC.",SPL,67e774a6-c9aa-11e2-e053-2991aa0ac1d1.jpg,69117-0019,val
data\public\pillbox\images\000890314.jpg,Flecainide Acetate 150 MG Oral Tablet [Tambocor],TAMBOCOR,Flecainide Acetate 150 MG Oral Tablet [Tambocor],886673,0089-0314,000890314,13,OVAL,2,3M;TR;150,WHITE,,,C42998,3M Pharmaceuticals,NLM,000890314.jpg,0089-0314,train
data\public\pillbox\images\31722-0520-10_9007C80E.jpg,hydralazine hydrochloride 25 MG Oral Tablet,Hydralazine Hydrochloride,hydralazine hydrochloride 25 MG Oral Tablet,905225,31722-520,317220520,6,ROUND,1,H;39,ORANGE,HYDRALAZINE HYDROCHLORIDE 25 mg,HYDRALAZINE HYDROCHLORIDE[HYDRALAZINE],C42998,"Camber Pharmaceuticals, Inc.",NLM,31722-0520-10_9007C80E.jpg,31722-520,train
data\public\pillbox\images\578440151.jpg,pimozide 1 MG Oral Tablet [Orap],ORAP,pimozide 1 MG Oral Tablet [Orap],262226,57844-151,578440151,7,OVAL,2,ORAP;1,WHITE,PIMOZIDE 1 mg,PIMOZIDE[PIMOZIDE],C42998,Teva Select Brands,NLM,578440151.jpg,57844-151,train
data\public\pillbox\images\003788302.jpg,carbidopa 25 MG / entacapone 200 MG / levodopa 100 MG Oral Tablet,"Carbidopa, Levodopa and Entacapone",carbidopa 25 MG / entacapone 200 MG / levodopa 100 MG Oral Tablet,403851,0378-8302,003788302,16,OVAL,1,STO;100,BROWN,CARBIDOPA 25 mg;LEVODOPA 100 mg;ENTACAPONE 200 mg,CARBIDOPA[CARBIDOPA ANHYDROUS];LEVODOPA[LEVODOPA];ENTACAPONE[ENTACAPONE],C42931,Mylan Pharmaceuticals Inc.,NLM,003788302.jpg,0378-8302,train
data\public\pillbox\images\597620119.jpg,phenelzine 15 MG Oral Tablet,phenelzine sulfate,phenelzine 15 MG Oral Tablet,312347,59762-0119,597620119,10,ROUND,1,P;D;270,ORANGE,PHENELZINE SULFATE 15 mg,PHENELZINE SULFATE[PHENELZINE],C42931,Greenstone LLC,NLM,597620119.jpg,59762-0119,val
data\public\pillbox\images\65597-0103-90_12130928.jpg,BENICAR,BENICAR,,,65597-103,655970103,9,ROUND,1,Sankyo;C14,WHITE,,,C42931,Daiichi Sankyo,NLM,65597-0103-90_12130928.jpg,65597-103,train
data\public\pillbox\images\65862-0118-01_NLMIMAGE10_D146E8A7.jpg,benazepril hydrochloride 40 MG Oral Tablet,Benazepril Hydrochloride,benazepril hydrochloride 40 MG Oral Tablet,898719,65862-118,658620118,8,ROUND,1,E;17,PINK,BENAZEPRIL HYDROCHLORIDE 40 mg,BENAZEPRIL HYDROCHLORIDE[BENAZEPRILAT],C42931,Aurobindo Pharma Limited,NLM,65862-0118-01_NLMIMAGE10_D146E8A7.jpg,65862-118,val
data\public\pillbox\images\55111-0198-30_E022F067.jpg,simvastatin 10 MG Oral Tablet,Simvastatin,simvastatin 10 MG Oral Tablet,314231,55111-198,551110198,6,ROUND,1,RDY;198,BROWN,Simvastatin 10 mg,Simvastatin[Simvastatin],C42931,Dr. Reddy's Laboratories Limited,NLM,55111-0198-30_E022F067.jpg,55111-198,train
data\public\pillbox\images\47335-0580-81_7212B945.jpg,Pantoprazole Sodium PANTOPRAZOLE SODIUM 40 mg,Pantoprazole Sodium,,,47335-580,473350580,8,ROUND,1,124,YELLOW,PANTOPRAZOLE SODIUM 40 mg,PANTOPRAZOLE SODIUM[PANTOPRAZOLE],C42905,Sun Pharma Global FZE,NLM,47335-0580-81_7212B945.jpg,47335-580,val
data\public\pillbox\images\005915713.jpg,amoxapine 25 MG Oral Tablet,Amoxapine,amoxapine 25 MG Oral Tablet,197365,0591-5713,005915713,6,ROUND,2,DAN;25;5713,WHITE,AMOXAPINE 25 mg,AMOXAPINE[AMOXAPINE],C42998,"Actavis Pharma, Inc.",NLM,005915713.jpg,0591-5713,val
data\public\pillbox\images\250_mg_Tablet.jpg,levetiracetam 250 MG Oral Tablet,Levetiracetam,levetiracetam 250 MG Oral Tablet,311288,68084-859,680840859,15,OVAL,2,E;10,BLUE,LEVETIRACETAM 250 mg,LEVETIRACETAM[LEVETIRACETAM],C42931,American Health Packaging,SPL,250_mg_Tablet.jpg,68084-859,train
data\public\pillbox\images\000780385.jpg,mycophenolic acid 180 MG Delayed Release Oral Tablet [Myfortic],Myfortic,mycophenolic acid 180 MG Delayed Release Oral Tablet [Myfortic],616450,0078-0385,000780385,10,ROUND,1,C,GREEN,MYCOPHENOLATE SODIUM 180 mg,MYCOPHENOLATE SODIUM[MYCOPHENOLIC ACID],C42905,Novartis Pharmaceuticals Corporation,NLM,000780385.jpg,0078-0385,train
data\public\pillbox\images\510790957.jpg,doxazosin 1 MG Oral Tablet,Doxazosin,doxazosin 1 MG Oral Tablet,197625,51079-957,510790957,9,ROUND,2,M;D9,WHITE,DOXAZOSIN MESYLATE 1 mg,DOXAZOSIN MESYLATE[DOXAZOSIN],C42998,Mylan Institutional Inc.,NLM,510790957.jpg,51079-957,train
data\public\pillbox\images\00093-7394-98_NLMIMAGE10_3B381DA0.jpg,24 HR niacin 1000 MG Extended Release Oral Tablet,Niacin,24 HR niacin 1000 MG Extended Release Oral Tablet,1098134,0093-7394,000937394,19,OVAL,1,b;214;1000,WHITE,NIACIN 1000 mg,NIACIN[NIACIN],C42927,"Teva Pharmaceuticals USA, Inc.",NLM,00093-7394-98_NLMIMAGE10_3B381DA0.jpg,0093-7394,train
data\public\pillbox\images\00093-7471-43_NLMIMAGE10_9E35CF7E.jpg,rizatriptan 5 MG Oral Tablet,Rizatriptan Benzoate,rizatriptan 5 MG Oral Tablet,312840,0093-7471,000937471,9,OVAL,1,93;7471,WHITE,RIZATRIPTAN BENZOATE 5 mg,RIZATRIPTAN BENZOATE[RIZATRIPTAN],C42998,"Teva Pharmaceuticals USA, Inc.",NLM,00093-7471-43_NLMIMAGE10_9E35CF7E.jpg,0093-7471,val
data\public\pillbox\images\52544038428part2of2.jpg,Zovia 1/50E-28,Zovia 1/50E-28,,,52544-384,525440384,6,ROUND,1,WATSON;P,WHITE,,,C42998,"Actavis Pharma, Inc.",SPL,52544038428part2of2.jpg,52544-384,train
data\public\pillbox\images\009046408.jpg,donepezil hydrochloride 5 MG Oral Tablet,Donepezil Hydrochloride,donepezil hydrochloride 5 MG Oral Tablet,997229,0904-6408,009046408,7,ROUND,1,L160,WHITE,DONEPEZIL HYDROCHLORIDE 5 mg,DONEPEZIL HYDROCHLORIDE[DONEPEZIL],C42931,Major Pharmaceuticals,NLM,009046408.jpg,0904-6408,train
data\public\pillbox\images\000370430.jpg,felbamate 400 MG Oral Tablet [Felbatol],Felbatol,felbamate 400 MG Oral Tablet [Felbatol],209026,0037-0430,000370430,16,OVAL,2,0430;FELBATOL;400,YELLOW,FELBAMATE 400 mg,FELBAMATE[FELBAMATE],C42998,Meda Pharmaceuticals,NLM,000370430.jpg,0037-0430,train
data\public\pillbox\images\001433189.jpg,lithium carbonate 300 MG Oral Capsule,Lithium Carbonate,lithium carbonate 300 MG Oral Capsule,197889,0143-3189,001433189,20,CAPSULE,1,WW;3189,GRAY;YELLOW,LITHIUM CARBONATE 300 mg,LITHIUM CARBONATE[LITHIUM CATION],C25158,West-Ward Pharmaceuticals Corp,NLM,001433189.jpg,0143-3189,train
data\public\pillbox\images\50111033401.jpg,Metronidazole METRONIDAZOLE 500 mg,Metronidazole,,,50090-2512,500902512,16,OVAL,1,PLIVA;334,WHITE,METRONIDAZOLE 500 mg,METRONIDAZOLE[METRONIDAZOLE],C42998,A-S Medication Solutions,SPL,50111033401.jpg,50090-2512,train
data\public\pillbox\images\519910294.jpg,oxcarbazepine 600 MG Oral Tablet,OXCARBAZEPINE,oxcarbazepine 600 MG Oral Tablet,312138,51991-294,519910294,19,OVAL,2,B294,BROWN,OXCARBAZEPINE 600 mg,OXCARBAZEPINE[OXCARBAZEPINE],C42931,"Breckenridge Pharmaceutical, Inc.",NLM,519910294.jpg,51991-294,val
data\public\pillbox\images\009045677.jpg,paroxetine hydrochloride 20 MG Oral Tablet,PAROXETINE,paroxetine hydrochloride 20 MG Oral Tablet,1738495,0904-5677,009045677,11,OVAL,2,APO;083,WHITE,PAROXETINE HYDROCHLORIDE ANHYDROUS 20 mg,PAROXETINE HYDROCHLORIDE ANHYDROUS[PAROXETINE],C42931,Major Pharmaceuticals,NLM,009045677.jpg,0904-5677,train
data\public\pillbox\images\62175-0114-32_D50E6A93.jpg,omeprazole 10 MG Delayed Release Oral Capsule,Omeprazole,omeprazole 10 MG Delayed Release Oral Capsule,199119,62175-114,621750114,18,CAPSULE,1,KU;114,WHITE;WHITE,OMEPRAZOLE 10 mg,OMEPRAZOLE[OMEPRAZOLE],C42902,"Lannett Company, Inc.",NLM,62175-0114-32_D50E6A93.jpg,62175-114,train
data\public\pillbox\images\007815384.jpg,Atorvastatin Calcium ATORVASTATIN CALCIUM TRIHYDRATE 40 mg,Atorvastatin Calcium,,,0781-5384,007815384,11,ROUND,1,HLA;40,YELLOW,ATORVASTATIN CALCIUM TRIHYDRATE 40 mg,ATORVASTATIN CALCIUM TRIHYDRATE[ATORVASTATIN],C42931,Sandoz Inc,NLM,007815384.jpg,0781-5384,val
data\public\pillbox\images\50844-0529-02_NLMIMAGE10_BF35DFFE.jpg,{6 (acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 6 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack,Cold Relief,{6 (acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 6 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack,1302760,50844-529,508440529,17,OVAL,1,44;473,BLUE,ACETAMINOPHEN 325 mg;CHLORPHENIRAMINE MALEATE 2 mg;DEXTROMETHORPHAN HYDROBROMIDE 10 mg;PHENYLEPHRINE HYDROCHLORIDE 5 mg,ACETAMINOPHEN[ACETAMINOPHEN];CHLORPHENIRAMINE MALEATE[CHLORPHENIRAMINE];DEXTROMETHORPHAN HYDROBROMIDE[DEXTROMETHORPHAN];PHENYLEPHRINE HYDROCHLORIDE[PHENYLEPHRINE],C42931,"L.N.K. International, Inc.",NLM,50844-0529-02_NLMIMAGE10_BF35DFFE.jpg,50844-529,train
data\public\pillbox\images\007815220.jpg,atenolol 25 MG Oral Tablet,Atenolol,atenolol 25 MG Oral Tablet,197380,0781-5220,007815220,6,ROUND,1,GGL7,WHITE,ATENOLOL 25 mg,ATENOLOL[ATENOLOL],C42998,Sandoz Inc,NLM,007815220.jpg,0781-5220,train
data\public\pillbox\images\59762-5024-01_4D26A6A5.jpg,gabapentin 800 MG Oral Tablet,GABAPENTIN,gabapentin 800 MG Oral Tablet,310434,59762-5024,597625024,19,OVAL,2,G;22,WHITE,GABAPENTIN 800 mg,GABAPENTIN[GABAPENTIN],C42931,Greenstone LLC,NLM,59762-5024-01_4D26A6A5.jpg,59762-5024,val
data\public\pillbox\images\00378-2625-01_CE23E72F.jpg,amitriptyline hydrochloride 25 MG Oral Tablet,Amitriptyline Hydrochloride,amitriptyline hydrochloride 25 MG Oral Tablet,856834,0378-2625,003782625,6,ROUND,1,M;51,GREEN,Amitriptyline Hydrochloride 25 mg,Amitriptyline Hydrochloride[Amitriptyline],C42931,Mylan Pharmaceuticals Inc.,NLM,00378-2625-01_CE23E72F.jpg,0378-2625,train
data\public\pillbox\images\762820208.jpg,citalopram 40 MG Oral Tablet,CITALOPRAM HYDROBROMIDE,citalopram 40 MG Oral Tablet,309314,76282-208,762820208,10,ROUND,1,IG;208,WHITE,CITALOPRAM HYDROBROMIDE 40 mg,CITALOPRAM HYDROBROMIDE[CITALOPRAM],C42998,Exelan Pharmaceuticals Inc.,NLM,762820208.jpg,76282-208,train
data\public\pillbox\images\no_product_image.jpg,metoprolol tartrate 50 MG Oral Tablet,METOPROLOL TARTRATE,metoprolol tartrate 50 MG Oral Tablet,866514,61919-726,619190726,8,ROUND,2,M;32,PINK,METOPROLOL TARTRATE 50 mg,METOPROLOL TARTRATE[METOPROLOL],C42931,Direct_Rx,PKG,no_product_image.jpg,61919-726,train
data\public\pillbox\images\604290770.jpg,topiramate 50 MG Oral Tablet,Topiramate,topiramate 50 MG Oral Tablet,151226,60429-770,604290770,7,ROUND,1,IG;279,YELLOW,TOPIRAMATE 50 mg,TOPIRAMATE[TOPIRAMATE],C42998,"Golden State Medical Supply, Inc.",NLM,604290770.jpg,60429-770,train
data\public\pillbox\images\644550791.jpg,Cardizem 90 MG Oral Tablet,Cardizem,Cardizem 90 MG Oral Tablet,831137,64455-791,644550791,17,OVAL,2,CARDIZEM;90mg,GREEN,Diltiazem Hydrochloride 90 mg,Diltiazem Hydrochloride[Diltiazem],C42897,BTA Pharmaceuticals,NLM,644550791.jpg,64455-791,train
data\public\pillbox\images\000095013.jpg,miglitol 50 MG Oral Tablet [Glyset],Glyset,miglitol 50 MG Oral Tablet [Glyset],213486,0009-5013,000095013,7,ROUND,1,GLYSET;50,WHITE,MIGLITOL 50 mg,MIGLITOL[MIGLITOL],C42931,Pharmacia and Upjohn Company LLC,NLM,000095013.jpg,0009-5013,train
data\public\pillbox\images\8b4a7e47-351f-4f6f-e053-2a95a90a6448.jpg,doxercalciferol 0.0005 MG Oral Capsule,Doxercalciferol,doxercalciferol 0.0005 MG Oral Capsule,406503,68084-872,680840872,9,OVAL,1,r,ORANGE,DOXERCALCIFEROL 0.5 ug,DOXERCALCIFEROL[DOXERCALCIFEROL],C25158,American Health Packaging,SPL,8b4a7e47-351f-4f6f-e053-2a95a90a6448.jpg,68084-872,train
data\public\pillbox\images\422910893.jpg,venlafaxine 37.5 MG Oral Tablet,Venlafaxine Hydrochloride,venlafaxine 37.5 MG Oral Tablet,313584,42291-893,422910893,7,ROUND,2,IP;302,ORANGE,VENLAFAXINE HYDROCHLORIDE 37.5 mg,VENLAFAXINE HYDROCHLORIDE[VENLAFAXINE],C42998,"AvKARE, Inc.",NLM,422910893.jpg,42291-893,train
data\public\pillbox\images\516600905.jpg,VALACYCLOVIR VALACYCLOVIR HYDROCHLORIDE 1 g,VALACYCLOVIR,,,51660-905,516600905,21,CAPSULE,2,RX905,BLUE,VALACYCLOVIR HYDROCHLORIDE 1 g,VALACYCLOVIR HYDROCHLORIDE[ACYCLOVIR],C42998,Ohm Laboratories Inc.,NLM,516600905.jpg,51660-905,train
data\public\pillbox\images\290330012.jpg,piroxicam 10 MG Oral Capsule,Piroxicam,piroxicam 10 MG Oral Capsule,198107,29033-012,290330012,17,CAPSULE,1,NP;10,ORANGE;WHITE,PIROXICAM 10 mg,PIROXICAM[PIROXICAM],C25158,"Nostrum Laboratories, Inc.",NLM,290330012.jpg,29033-012,train
data\public\pillbox\images\003782410.jpg,trifluoperazine 10 MG Oral Tablet,Trifluoperazine Hydrochloride,trifluoperazine 10 MG Oral Tablet,198323,0378-2410,003782410,10,ROUND,1,M;T6,PURPLE,TRIFLUOPERAZINE HYDROCHLORIDE 10 mg,TRIFLUOPERAZINE HYDROCHLORIDE[TRIFLUOPERAZINE],C42931,Mylan Pharmaceuticals Inc.,NLM,003782410.jpg,0378-2410,train
data\public\pillbox\images\00093221098.jpg,sucralfate 1000 MG Oral Tablet,Sucralfate,sucralfate 1000 MG Oral Tablet,314234,63739-943,637390943,19,OVAL,2,TEVA;22;10,WHITE,SUCRALFATE 1 g,SUCRALFATE[SUCRALFATE],C42998,McKesson Corporation dba SKY Packaging,SPL,00093221098.jpg,63739-943,val
data\public\pillbox\images\103700101.jpg,24 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet,Bupropion Hydrochloride,24 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet,993541,10370-101,103700101,7,ROUND,1,A101,WHITE,BUPROPION HYDROCHLORIDE 150 mg,BUPROPION HYDROCHLORIDE[BUPROPION],C42930,"Par Pharmaceutical, Inc.",NLM,103700101.jpg,10370-101,val
data\public\pillbox\images\50111043301.jpg,trazodone hydrochloride 50 MG Oral Tablet,Trazodone Hydrochloride,trazodone hydrochloride 50 MG Oral Tablet,856377,50436-4715,504364715,9,ROUND,2,PLIVA;433,WHITE,TRAZODONE HYDROCHLORIDE 50 mg,TRAZODONE HYDROCHLORIDE[TRAZODONE],C42998,Unit Dose Services,SPL,50111043301.jpg,50436-4715,train
data\public\pillbox\images\000710369.jpg,phenytoin sodium 100 MG Extended Release Oral Capsule [Dilantin],Dilantin,phenytoin sodium 100 MG Extended Release Oral Capsule [Dilantin],855673,0071-0369,000710369,16,CAPSULE,1,PD;DILANTIN;100;mg,WHITE;ORANGE,PHENYTOIN SODIUM 100 mg,PHENYTOIN SODIUM[PHENYTOIN],C25158,Parke-Davis Div of Pfizer Inc,NLM,000710369.jpg,0071-0369,train
data\public\pillbox\images\00781-1123-05_4312A1D5.jpg,hydrochlorothiazide 25 MG / triamterene 37.5 MG Oral Tablet,Triamterene hydrochlorothiazide,hydrochlorothiazide 25 MG / triamterene 37.5 MG Oral Tablet,310812,0781-1123,007811123,8,ROUND,2,GG165,GREEN,TRIAMTERENE 37.5 mg;HYDROCHLOROTHIAZIDE 25 mg,TRIAMTERENE[TRIAMTERENE];HYDROCHLOROTHIAZIDE[HYDROCHLOROTHIAZIDE],C42998,Sandoz Inc,NLM,00781-1123-05_4312A1D5.jpg,0781-1123,train
data\public\pillbox\images\621750210.jpg,montelukast 10 MG Oral Tablet,Montelukast Sodium,montelukast 10 MG Oral Tablet,200224,62175-210,621750210,8,ROUND,1,KU;210,WHITE,MONTELUKAST SODIUM 10 mg,MONTELUKAST SODIUM[MONTELUKAST],C42931,"Lannett Company, Inc.",NLM,621750210.jpg,62175-210,train
