normalized_name,drug_name,ingredient_name,atc_code,atc_group_code,atc_group_name,atc_class_label,drug_class
methyldopa racemic,methyldopa (racemic),methyldopa (racemic),C02AB02,C02AB,Methyldopa,Methyldopa,unknown
methylergometrine,methylergometrine,methylergometrine,G02AB01,G02AB,Ergot alkaloids,Ergot alkaloids,unknown
methylestrenolone,methylestrenolone,methylestrenolone,G03DC31,G03DC,Estren derivatives,Estren derivatives,unknown
methylnaltrexone bromide,methylnaltrexone bromide,methylnaltrexone bromide,A06AH01,A06AH,Peripheral opioid receptor antagonists,Peripheral opioid receptor antagonists,unknown
methylpentynol,methylpentynol,methylpentynol,N05CM15,N05CM,Other hypnotics and sedatives,Other hypnotics and sedatives,unknown
methylphenidate,methylphenidate,methylphenidate,N06BA04,N06BA,Centrally acting sympathomimetics,Centrally acting sympathomimetics,unknown
methylphenobarbital,methylphenobarbital,methylphenobarbital,N03AA01,N03AA,Barbiturates and derivatives,Barbiturates and derivatives,unknown
methylprednisolone,methylprednisolone,methylprednisolone,H02AB04,H02AB,Glucocorticoids,Glucocorticoids,unknown
methylprednisolone aceponate,methylprednisolone aceponate,methylprednisolone aceponate,D07AC14,D07AC,"Corticosteroids, potent (group III)","Corticosteroids, potent (group III)",unknown
methylpropylpropanediol dinitrate,methylpropylpropanediol dinitrate,methylpropylpropanediol dinitrate,C01DA04,C01DA,Organic nitrates,Organic nitrates,unknown
methylrosaniline,methylrosaniline,methylrosaniline,D01AE02,D01AE,Other antifungals for topical use,Other antifungals for topical use,unknown
methylscopolamine,methylscopolamine,methylscopolamine,A03BB03,A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds","Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",unknown
methyltestosterone,methyltestosterone,methyltestosterone,G03BA02,G03BA,3-oxoandrosten (4) derivatives,3-oxoandrosten (4) derivatives,unknown
methylthioninium chloride,methylthioninium chloride,methylthioninium chloride,V03AB17,V03AB,Antidotes,Antidotes,unknown
methylthiouracil,methylthiouracil,methylthiouracil,H03BA01,H03BA,Thiouracils,Thiouracils,unknown
methyprylon,methyprylon,methyprylon,N05CE02,N05CE,Piperidinedione derivatives,Piperidinedione derivatives,unknown
methysergide,methysergide,methysergide,N02CA04,N02CA,Ergot alkaloids,Ergot alkaloids,unknown
meticillin,meticillin,meticillin,J01CF03,J01CF,Beta-lactamase resistant penicillins,Beta-lactamase resistant penicillins,penicillin
meticrane,meticrane,meticrane,C03BA09,C03BA,"Sulfonamides, plain","Sulfonamides, plain",unknown
metildigoxin,metildigoxin,metildigoxin,C01AA08,C01AA,Digitalis glycosides,Digitalis glycosides,unknown
metipranolol,metipranolol,metipranolol,S01ED04,S01ED,Beta blocking agents,Beta blocking agents,unknown
metirosine,metirosine,metirosine,C02KB01,C02KB,Tyrosine hydroxylase inhibitors,Tyrosine hydroxylase inhibitors,unknown
metisazone,metisazone,metisazone,J05AA01,J05AA,Thiosemicarbazones,Thiosemicarbazones,unknown
metixene,metixene,metixene,N04AA03,N04AA,Tertiary amines,Tertiary amines,unknown
metizoline,metizoline,metizoline,R01AA10,R01AA,"Sympathomimetics, plain","Sympathomimetics, plain",unknown
metoclopramide,metoclopramide,metoclopramide,A03FA01,A03FA,Propulsives,Propulsives,unknown
metolazone,metolazone,metolazone,C03BA08,C03BA,"Sulfonamides, plain","Sulfonamides, plain",unknown
metopimazine,metopimazine,metopimazine,A04AD05,A04AD,Other antiemetics,Other antiemetics,unknown
metoprolol,metoprolol,metoprolol,C07AB02,C07AB,"Beta blocking agents, selective","Beta blocking agents, selective",beta_blocker
metreleptin,metreleptin,metreleptin,A16AA07,A16AA,Amino acids and derivatives,Amino acids and derivatives,unknown
metrifonate,metrifonate,metrifonate,P02BB01,P02BB,Organophosphorous compounds,Organophosphorous compounds,unknown
metrizamide,metrizamide,metrizamide,V08AB01,V08AB,"Watersoluble, nephrotropic, low osmolar X-ray contrast media","Watersoluble, nephrotropic, low osmolar X-ray contrast media",unknown
metrizoic acid,metrizoic acid,metrizoic acid,V08AA02,V08AA,"Watersoluble, nephrotropic, high osmolar X-ray contrast media","Watersoluble, nephrotropic, high osmolar X-ray contrast media",unknown
metronidazole,metronidazole,metronidazole,P01AB01,P01AB,Nitroimidazole derivatives,Nitroimidazole derivatives,unknown
metyrapone,metyrapone,metyrapone,V04CD01,V04CD,Tests for pituitary function,Tests for pituitary function,unknown
mexiletine,mexiletine,mexiletine,C01BB02,C01BB,"Antiarrhythmics, class Ib","Antiarrhythmics, class Ib",unknown
mezlocillin,mezlocillin,mezlocillin,J01CA10,J01CA,Penicillins with extended spectrum,Penicillins with extended spectrum,penicillin
mianserin,mianserin,mianserin,N06AX03,N06AX,Other antidepressants,Other antidepressants,unknown
mibefradil,mibefradil,mibefradil,C08CX01,C08CX,Other selective calcium channel blockers with mainly vascular effects,Other selective calcium channel blockers with mainly vascular effects,unknown
micafungin,micafungin,micafungin,J02AX05,J02AX,Other antimycotics for systemic use,Other antimycotics for systemic use,unknown
miconazole,miconazole,miconazole,A01AB09,A01AB,Antiinfectives and antiseptics for local oral treatment,Antiinfectives and antiseptics for local oral treatment,unknown
micronomicin,micronomicin,micronomicin,S01AA22,S01AA,Antibiotics,Antibiotics,unknown
microparticles of galactose,microparticles of galactose,microparticles of galactose,V08DA02,V08DA,Ultrasound contrast media,Ultrasound contrast media,unknown
midazolam,midazolam,midazolam,N05CD08,N05CD,Benzodiazepine derivatives,Benzodiazepine derivatives,benzodiazepine
midecamycin,midecamycin,midecamycin,J01FA03,J01FA,Macrolides,Macrolides,macrolide
midodrine,midodrine,midodrine,C01CA17,C01CA,Adrenergic and dopaminergic agents,Adrenergic and dopaminergic agents,unknown
midostaurin,midostaurin,midostaurin,L01EX10,L01EX,Other protein kinase inhibitors,Other protein kinase inhibitors,unknown
mifamurtide,mifamurtide,mifamurtide,L03AX15,L03AX,Other immunostimulants,Other immunostimulants,unknown
mifepristone,mifepristone,mifepristone,G03XB01,G03XB,Progesterone receptor modulators,Progesterone receptor modulators,unknown
migalastat,migalastat,migalastat,A16AX14,A16AX,Various alimentary tract and metabolism products,Various alimentary tract and metabolism products,unknown
miglitol,miglitol,miglitol,A10BF02,A10BF,Alpha glucosidase inhibitors,Alpha glucosidase inhibitors,unknown
miglustat,miglustat,miglustat,A16AX06,A16AX,Various alimentary tract and metabolism products,Various alimentary tract and metabolism products,unknown
milnacipran,milnacipran,milnacipran,N06AX17,N06AX,Other antidepressants,Other antidepressants,unknown
milrinone,milrinone,milrinone,C01CE02,C01CE,Phosphodiesterase inhibitors,Phosphodiesterase inhibitors,unknown
miltefosine,miltefosine,miltefosine,P01CX04,P01CX,Other agents against leishmaniasis and trypanosomiasis,Other agents against leishmaniasis and trypanosomiasis,unknown
minaprine,minaprine,minaprine,N06AX07,N06AX,Other antidepressants,Other antidepressants,unknown
minocycline,minocycline,minocycline,J01AA08,J01AA,Tetracyclines,Tetracyclines,tetracycline
minoxidil,minoxidil,minoxidil,C02DC01,C02DC,Pyrimidine derivatives,Pyrimidine derivatives,unknown
miocamycin,miocamycin,miocamycin,J01FA11,J01FA,Macrolides,Macrolides,macrolide
mipomersen,mipomersen,mipomersen,C10AX11,C10AX,Other lipid modifying agents,Other lipid modifying agents,unknown
mirabegron,mirabegron,mirabegron,G04BD12,G04BD,Drugs for urinary frequency and incontinence,Drugs for urinary frequency and incontinence,unknown
mirogabalin,mirogabalin,mirogabalin,N02BG11,N02BG,Other analgesics and antipyretics,Other analgesics and antipyretics,unknown
mirtazapine,mirtazapine,mirtazapine,N06AX11,N06AX,Other antidepressants,Other antidepressants,unknown
misoprostol,misoprostol,misoprostol,A02BB01,A02BB,Prostaglandins,Prostaglandins,unknown
mitiglinide,mitiglinide,mitiglinide,A10BX08,A10BX,"Other blood glucose lowering drugs, excl. insulins","Other blood glucose lowering drugs, excl. insulins",unknown
mitobronitol,mitobronitol,mitobronitol,L01AX01,L01AX,Other alkylating agents,Other alkylating agents,unknown
mitoguazone,mitoguazone,mitoguazone,L01XX16,L01XX,Other antineoplastic agents,Other antineoplastic agents,unknown
mitomycin,mitomycin,mitomycin,L01DC03,L01DC,Other cytotoxic antibiotics,Other cytotoxic antibiotics,unknown
mitotane,mitotane,mitotane,L01XX23,L01XX,Other antineoplastic agents,Other antineoplastic agents,unknown
mitoxantrone,mitoxantrone,mitoxantrone,L01DB07,L01DB,Anthracyclines and related substances,Anthracyclines and related substances,unknown
mivacurium chloride,mivacurium chloride,mivacurium chloride,M03AC10,M03AC,Other quaternary ammonium compounds,Other quaternary ammonium compounds,unknown
mizolastine,mizolastine,mizolastine,R06AX25,R06AX,Other antihistamines for systemic use,Other antihistamines for systemic use,antihistamine
moclobemide,moclobemide,moclobemide,N06AG02,N06AG,Monoamine oxidase A inhibitors,Monoamine oxidase A inhibitors,unknown
modafinil,modafinil,modafinil,N06BA07,N06BA,Centrally acting sympathomimetics,Centrally acting sympathomimetics,unknown
moexipril,moexipril,moexipril,C09AA13,C09AA,"ACE inhibitors, plain","ACE inhibitors, plain",ace_inhibitor
mofebutazone,mofebutazone,mofebutazone,M01AA02,M01AA,Butylpyrazolidines,Butylpyrazolidines,nsaid
mogamulizumab,mogamulizumab,mogamulizumab,L01XC25,L01XC,Monoclonal antibodies,Monoclonal antibodies,unknown
molgramostim,molgramostim,molgramostim,L03AA03,L03AA,Colony stimulating factors,Colony stimulating factors,unknown
molindone,molindone,molindone,N05AE02,N05AE,Indole derivatives,Indole derivatives,unknown
molsidomine,molsidomine,molsidomine,C01DX12,C01DX,Other vasodilators used in cardiac diseases,Other vasodilators used in cardiac diseases,unknown
mometasone,mometasone,mometasone,D07AC13,D07AC,"Corticosteroids, potent (group III)","Corticosteroids, potent (group III)",unknown
monobenzone,monobenzone,monobenzone,D11AX13,D11AX,Other dermatologicals,Other dermatologicals,unknown
monoethanolamine oleate,monoethanolamine oleate,monoethanolamine oleate,C05BB01,C05BB,Sclerosing agents for local injection,Sclerosing agents for local injection,unknown
monoxerutin,monoxerutin,monoxerutin,C05CA02,C05CA,Bioflavonoids,Bioflavonoids,unknown
montelukast,montelukast,montelukast,R03DC03,R03DC,Leukotriene receptor antagonists,Leukotriene receptor antagonists,unknown
moperone,moperone,moperone,N05AD04,N05AD,Butyrophenone derivatives,Butyrophenone derivatives,unknown
moracizine,moracizine,moracizine,C01BG01,C01BG,"Other antiarrhythmics, class I and III","Other antiarrhythmics, class I and III",unknown
morclofone,morclofone,morclofone,R05DB25,R05DB,Other cough suppressants,Other cough suppressants,unknown
morinamide,morinamide,morinamide,J04AK04,J04AK,Other drugs for treatment of tuberculosis,Other drugs for treatment of tuberculosis,unknown
morniflumate,morniflumate,morniflumate,M01AX22,M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids","Other antiinflammatory and antirheumatic agents, non-steroids",nsaid
moroxydine,moroxydine,moroxydine,J05AX01,J05AX,Other antivirals,Other antivirals,unknown
morphine,morphine,morphine,N02AA01,N02AA,Natural opium alkaloids,Natural opium alkaloids,opioid
morpholine salicylate,morpholine salicylate,morpholine salicylate,N02BA08,N02BA,Salicylic acid and derivatives,Salicylic acid and derivatives,unknown
mosapramine,mosapramine,mosapramine,N05AX10,N05AX,Other antipsychotics,Other antipsychotics,unknown
mosapride,mosapride,mosapride,A03FA09,A03FA,Propulsives,Propulsives,unknown
motavizumab,motavizumab,motavizumab,J06BB17,J06BB,Specific immunoglobulins,Specific immunoglobulins,unknown
motretinide,motretinide,motretinide,D10AD05,D10AD,Retinoids for topical use in acne,Retinoids for topical use in acne,unknown
moxaverine,moxaverine,moxaverine,A03AD30,A03AD,Papaverine and derivatives,Papaverine and derivatives,unknown
moxestrol,moxestrol,moxestrol,G03CB04,G03CB,"Synthetic estrogens, plain","Synthetic estrogens, plain",unknown
moxetumomab pasudotox,moxetumomab pasudotox,moxetumomab pasudotox,L01XC34,L01XC,Monoclonal antibodies,Monoclonal antibodies,unknown
moxidectin,moxidectin,moxidectin,P02CX03,P02CX,Other antinematodals,Other antinematodals,unknown
moxifloxacin,moxifloxacin,moxifloxacin,J01MA14,J01MA,Fluoroquinolones,Fluoroquinolones,fluoroquinolone
moxisylyte,moxisylyte,moxisylyte,C04AX10,C04AX,Other peripheral vasodilators,Other peripheral vasodilators,unknown
moxonidine,moxonidine,moxonidine,C02AC05,C02AC,Imidazoline receptor agonists,Imidazoline receptor agonists,unknown
mumps immunoglobulin,mumps immunoglobulin,mumps immunoglobulin,J06BB15,J06BB,Specific immunoglobulins,Specific immunoglobulins,unknown
mupirocin,mupirocin,mupirocin,D06AX09,D06AX,Other antibiotics for topical use,Other antibiotics for topical use,unknown
muromonab-cd3,muromonab-CD3,muromonab-CD3,L04AA02,L04AA,Selective immunosuppressants,Selective immunosuppressants,unknown
muzolimine,muzolimine,muzolimine,C03CD01,C03CD,Pyrazolone derivatives,Pyrazolone derivatives,unknown
mycophenolic acid,mycophenolic acid,mycophenolic acid,L04AA06,L04AA,Selective immunosuppressants,Selective immunosuppressants,unknown
myristyl-benzalkonium,myristyl-benzalkonium,myristyl-benzalkonium,R02AA10,R02AA,Antiseptics,Antiseptics,unknown
nabilone,nabilone,nabilone,A04AD11,A04AD,Other antiemetics,Other antiemetics,unknown
nabumetone,nabumetone,nabumetone,M01AX01,M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids","Other antiinflammatory and antirheumatic agents, non-steroids",nsaid
nadifloxacin,nadifloxacin,nadifloxacin,D10AF05,D10AF,Antiinfectives for treatment of acne,Antiinfectives for treatment of acne,unknown
nadolol,nadolol,nadolol,C07AA12,C07AA,"Beta blocking agents, non-selective","Beta blocking agents, non-selective",beta_blocker
nadroparin,nadroparin,nadroparin,B01AB06,B01AB,Heparin group,Heparin group,unknown
nafarelin,nafarelin,nafarelin,H01CA02,H01CA,Gonadotropin-releasing hormones,Gonadotropin-releasing hormones,unknown
nafcillin,nafcillin,nafcillin,J01CF06,J01CF,Beta-lactamase resistant penicillins,Beta-lactamase resistant penicillins,penicillin
naftazone,naftazone,naftazone,C05CX02,C05CX,Other capillary stabilizing agents,Other capillary stabilizing agents,unknown
naftidrofuryl,naftidrofuryl,naftidrofuryl,C04AX21,C04AX,Other peripheral vasodilators,Other peripheral vasodilators,unknown
naftifine,naftifine,naftifine,D01AE22,D01AE,Other antifungals for topical use,Other antifungals for topical use,unknown
nalbuphine,nalbuphine,nalbuphine,N02AF02,N02AF,Morphinan derivatives,Morphinan derivatives,opioid
naldemedine,naldemedine,naldemedine,A06AH05,A06AH,Peripheral opioid receptor antagonists,Peripheral opioid receptor antagonists,unknown
nalfurafine,nalfurafine,nalfurafine,V03AX02,V03AX,Other therapeutic products,Other therapeutic products,unknown
nalidixic acid,nalidixic acid,nalidixic acid,J01MB02,J01MB,Other quinolones,Other quinolones,unknown
nalmefene,nalmefene,nalmefene,N07BB05,N07BB,Drugs used in alcohol dependence,Drugs used in alcohol dependence,unknown
nalorphine,nalorphine,nalorphine,V03AB02,V03AB,Antidotes,Antidotes,unknown
naloxegol,naloxegol,naloxegol,A06AH03,A06AH,Peripheral opioid receptor antagonists,Peripheral opioid receptor antagonists,unknown
naloxone,naloxone,naloxone,A06AH04,A06AH,Peripheral opioid receptor antagonists,Peripheral opioid receptor antagonists,unknown
naltrexone,naltrexone,naltrexone,N07BB04,N07BB,Drugs used in alcohol dependence,Drugs used in alcohol dependence,unknown
nandrolone,nandrolone,nandrolone,A14AB01,A14AB,Estren derivatives,Estren derivatives,unknown
naphazoline,naphazoline,naphazoline,R01AA08,R01AA,"Sympathomimetics, plain","Sympathomimetics, plain",unknown
naproxcinod,naproxcinod,naproxcinod,M01AE18,M01AE,Propionic acid derivatives,Propionic acid derivatives,nsaid
naproxen,naproxen,naproxen,M01AE02,M01AE,Propionic acid derivatives,Propionic acid derivatives,nsaid
naratriptan,naratriptan,naratriptan,N02CC02,N02CC,Selective serotonin (5HT1) agonists,Selective serotonin (5HT1) agonists,unknown
narcobarbital,narcobarbital,narcobarbital,N01AG01,N01AG,Barbiturates in combination with other drugs,Barbiturates in combination with other drugs,unknown
natalizumab,natalizumab,natalizumab,L04AA23,L04AA,Selective immunosuppressants,Selective immunosuppressants,unknown
natamycin,natamycin,natamycin,A01AB10,A01AB,Antiinfectives and antiseptics for local oral treatment,Antiinfectives and antiseptics for local oral treatment,unknown
nateglinide,nateglinide,nateglinide,A10BX03,A10BX,"Other blood glucose lowering drugs, excl. insulins","Other blood glucose lowering drugs, excl. insulins",unknown
natural phospholipids,natural phospholipids,natural phospholipids,R07AA02,R07AA,Lung surfactants,Lung surfactants,unknown
nebacumab,nebacumab,nebacumab,J06BC01,J06BC,Other immunoglobulins,Other immunoglobulins,unknown
nebivolol,nebivolol,nebivolol,C07AB12,C07AB,"Beta blocking agents, selective","Beta blocking agents, selective",beta_blocker
necitumumab,necitumumab,necitumumab,L01XC22,L01XC,Monoclonal antibodies,Monoclonal antibodies,unknown
nedocromil,nedocromil,nedocromil,R01AC07,R01AC,"Antiallergic agents, excl. corticosteroids","Antiallergic agents, excl. corticosteroids",unknown
nefazodone,nefazodone,nefazodone,N06AX06,N06AX,Other antidepressants,Other antidepressants,unknown
nefopam,nefopam,nefopam,N02BG06,N02BG,Other analgesics and antipyretics,Other analgesics and antipyretics,unknown
nelarabine,nelarabine,nelarabine,L01BB07,L01BB,Purine analogues,Purine analogues,unknown
